uid,grant_refe,project_na,project_ty,osgr,easting,northing,site_name,restoratio,start_date,end_date,financial_year_end,snh_area,unitary_lo,applicant_type
501620-NH783129,501620,Peatland restoration at Alvie Estate in 2020-21 (MDMG),Restoration,NH783129,278300,812900,Alv7,,,,2020-21,,Lochaber & Skye,Private
501620-NH777128,501620,Peatland restoration at Alvie Estate in 2020-21 (MDMG),Restoration,NH777128,277700,812800,Alv8,,,,2020-21,,Lochaber & Skye,Private
501620-NH779134,501620,Peatland restoration at Alvie Estate in 2020-21 (MDMG),Restoration,NH779134,277900,813400,Alv9,,,,2020-21,,Lochaber & Skye,Private
501620-NH775140,501620,Peatland restoration at Alvie Estate in 2020-21 (MDMG),Restoration,NH775140,277500,814000,Alv10,,,,2020-21,,Lochaber & Skye,Private
501620-NH782145,501620,Peatland restoration at Alvie Estate in 2020-21 (MDMG),Restoration,NH782145,278200,814500,Alv11,,,,2020-21,,Lochaber & Skye,Private
501620-NH775150,501620,Peatland restoration at Alvie Estate in 2020-21 (MDMG),Restoration,NH775150,277500,815000,Alv12,,,,2020-21,,Lochaber & Skye,Private
501620-NH777158,501620,Peatland restoration at Alvie Estate in 2020-21 (MDMG),Restoration,NH777158,277700,815800,Alv13,,,,2020-21,,Lochaber & Skye,Private
501621-NN624990,501621,Peatland Restoration on Cluny Estate in 2020-21 (MDMG),Restoration,NN624990,262400,799000,CLN3,,,,2020-21,,Lochaber & Skye,Private
501622-NH653233,501622,Peatland Restoration on Aberarder Estate in 2020-21 (MDMG),Restoration,NH653233,265300,823300,ABR5,,,,2020-21,,Lochaber & Skye,Private
501622-NH653233,501622,Peatland Restoration on Aberarder Estate in 2020-21 (MDMG),Restoration,NH653233,265300,823300,ABR6,,,,2020-21,,Lochaber & Skye,Private
501622-NH648214,501622,Peatland Restoration on Aberarder Estate in 2020-21 (MDMG),Restoration,NH648214,264800,821400,ABR7,,,,2020-21,,Lochaber & Skye,Private
501624-NH467083,501624,Peatland Restoration on Knockie Estate 2020-21 (MDMG),Restoration,NH467083,246700,808300,KNK1,,,,2020-21,,Lochaber & Skye,Private
501652-NN147930,501652,Achnacarry - Beinn Chraoibh – P1,Restoration,NN147930,214700,793000,Beinn Chraoibh Achnacarry,Achnacarry Estate (Highland),,,2020-21,,Lochaber & Skye,Private
501296-NG558212,501296,Strathaird forest to bog,Restoration,NG558212,155800,821200,N/A (1 in application),,,,2020-21,,Lochaber & Skye,NGO
501239-NH747155,501239,Restoration at Dalmigavie Estate (MDMG),Restoration,NH747155,274700,815500,Dalmigavie Estate (DLMG 5),,21/09/2019,27/11/2019,,,Lochaber & Skye,
501198-NH696287,501198,Restoration at Farr & GlenKyllachy Estate (MDMG),Restoration,NH696287,269600,828700,Farr Estate (FARR 11),,06/08/2020,24/03/2020,,,Lochaber & Skye,
501199-NH713228,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH713228,271300,822800,Glenmazeran Estate (GLNM 1c),,07/08/2019,17/02/2020,,,Lochaber & Skye,
501199-NH697212,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH697212,269700,821200,Glenmazeran Estate (GLNM 2c),,07/08/2019,17/02/2020,,,Lochaber & Skye,
501199-NH696208,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH696208,269600,820800,Glenmazeran Estate (GLNM 2b),,07/08/2019,17/02/2020,,,Lochaber & Skye,
501242-NN404924,501242,Restoration at Braeroy Estate (MDMG),Restoration,NN404924,240400,792400,Braeroy Estate (BR1_2),,09/09/2020,13/03/2020,,,Lochaber & Skye,
12553-NT2062855151,12553,AUCHENCORTH MOSS SSSI PEATLAND RESTORATION,Restoration,NT2062855151,320628,655151,Auchencorth Moss,Auchencorth Moss SSSI,05/12/2014,31/03/2015,2014-15,Forth,Fife & Central Belt,Private
500774-NT2879048683,500774,Dundreich Plateau Peatland Restoration,Other,NT2879048683,328790,648683,Dundreich Plateau,Rosebery Estate,01/10/2015,04/03/2016,2015-16,Forth,Fife & Central Belt,Private
500943-NT2736053410,500943,Peatland for People/Bog Squad,Other,NT2736053410,327360,653410,,Butterfly Conservation - Bog Squad - Scotland,01/04/2017,31/03/2018,2017-18,Forth,Fife & Central Belt,NGO
501067-NT2881455024,501067,Peatland for People/Bog Squad,Other,NT2881455024,328814,655024,Peeswit Moss,Butterfly Conservation - Bog Squad - Scotland,03/05/2018,16/04/2019,2018-19,Forth,Fife & Central Belt,NGO
501067-NT2768253461,501067,Peatland for People/Bog Squad,Other,NT2768253461,327682,653461,Toxside Moss,Butterfly Conservation - Bog Squad - Scotland,03/05/2018,16/04/2019,2018-19,Forth,Fife & Central Belt,NGO
501166-NT28775507,501166,Rosebery Estate Peatland Restoration Project,Restoration,NT28775507,328770,655070,Peeswit Moss,Rosebery Estate,07/01/2019,22/02/2019,2018-19,Forth,Fife & Central Belt,Private
501166-NT27645470,501166,Rosebery Estate Peatland Restoration Project,Restoration,NT27645470,327640,654700,Toxide Moss north,Rosebery Estate,07/01/2019,22/02/2019,2018-19,Forth,Fife & Central Belt,Private
501166-NT27225353,501166,Rosebery Estate Peatland Restoration Project,Restoration,NT27225353,327220,653530,Toxide Moss south,Rosebery Estate,07/01/2019,22/02/2019,2018-19,Forth,Fife & Central Belt,Private
12563-NJ2090018169,12563,GLENMULLIE CROWN ESTATE RESTORATION PROJECT,Restoration,NJ2090018169,320900,818169,Glenmullie crown estate.,Glenmullie,20/10/2014,31/03/2015,2014-15,Tayside and Grampian,Cairngorm,Private
500909-NJ1950020300,500909,Feith Musach Restoration Phase 1,Restoration,NJ1950020300,319500,820300,Feith Musach,Cairngorms National Park Authority,,,2016-17,Tayside and Grampian,Cairngorm,Public
12507-NJ553511,12507,Restoration of Sites in Private Ownership,Other,NJ553511,355300,851100,,,,,2014-15,Tayside and Grampian,North East,NGO
12551-NJ5531451036,12551,Restoration at Moss of Rothiemay,Restoration,NJ5531451036,355314,851036,Moss of Rothiemay,SWT - Lowland challenge,19/12/2014,31/03/2015,2014-15,Tayside and Grampian,North East,NGO
500950-NJ3699636751,500950,Edinglassie Estate Peatland Restoration Project,Restoration,NJ3699636751,336996,836751,Edinglassie Estate (The Scalp),Edinglassie Estate (Moray),11/09/2017,06/10/2017,2017-18,Tayside and Grampian,North East,Private
501144-NJ37975350,501144,Various sites - FES,Restoration,NJ37975350,337970,853500,"Gowmoss, Moray and Aberdeenshire",FES - Scotland,09/01/2019,31/03/2019,2018-19,Tayside and Grampian,North East,Public
501288-NJ37975350,501288,FES Various Sites (Tranches 4-6) (New app submitted for these see also 501144),Restoration,NJ37975350,337970,853500,Gowmoss II,FES - Scotland,,,2019-20,Tayside and Grampian,North East,Public
12481-NR9800340755,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9800340755,198003,640755,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NR9959339217,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9959339217,199593,639217,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NS0150440500,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NS0150440500,201504,640500,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NS0144640617,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NS0144640617,201446,640617,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NS0100140686,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NS0100140686,201001,640686,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NS0067241660,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NS0067241660,200672,641660,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NS0051240188,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NS0051240188,200512,640188,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NS0037240045,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NS0037240045,200372,640045,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NR9964839364,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9964839364,199648,639364,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NR9966039222,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9966039222,199660,639222,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NR9697939174,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9697939174,196979,639174,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NR9672538757,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9672538757,196725,638757,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NR9701540069,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9701540069,197015,640069,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
12481-NR9803743484,12481,PEATLAND RESTORATION - EXTENDED RESTORATION ON RESTORED SITES - GOATFELL,Restoration,NR9803743484,198037,643484,Goatfell,NTS - Goatfell (Arran),28/04/2014,31/12/2015,2014-15,Strathclyde and Ayrshire,Argyll & Bute,NGO
500791-NR9765336051,500791,West Glensherraig and A'Chruach Peatland Restoration,Restoration,NR9765336051,197653,636051,"North Area, West Glenshurig - near Cul nan Creagan","West Glensherraig and A Chruach, Arran",,,2015-16,Strathclyde and Ayrshire,Argyll & Bute,Private
500791-NR97913482,500791,West Glensherraig and A'Chruach Peatland Restoration,Restoration,NR97913482,197910,634820,"South Area - Torr Maol, East Cnoc Dubh","West Glensherraig and A Chruach, Arran",,,2015-16,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR97623436,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR97623436,197620,634360,Cnoc Dubh,"West Glensherraig and A Chruach, Arran",,,2017-18,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR98313529,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR98313529,198310,635290,Muileann Gaoithe -SW part,"West Glensherraig and A Chruach, Arran",01/08/2018,15/04/2019,2018-19,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR97723370,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR97723370,197720,633700,A' Chruach - east summit,"West Glensherraig and A Chruach, Arran",01/08/2018,15/04/2019,2018-19,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR98543543,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR98543543,198540,635430,Muileann Gaoithe - NE part,"West Glensherraig and A Chruach, Arran",,,2019-20,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR96883326,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR96883326,196880,633260,A' Chruach - summit,"West Glensherraig and A Chruach, Arran",27/03/2019,31/01/2020,2019-20,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR97423414,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR97423414,197420,634140,"A' Chruach, Burnside","West Glensherraig and A Chruach, Arran",27/03/2019,31/01/2020,2019-20,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR97413313,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR97413313,197410,633130,"A' Chruach, Far SW","West Glensherraig and A Chruach, Arran",27/03/2019,31/01/2020,2019-20,Strathclyde and Ayrshire,Argyll & Bute,Private
501038-NR97533453,501038,"West Glensherraig and A Chruach, Arran",Restoration,NR97533453,197530,634530,"In areas covered in Phase 3 (2017-18, S of Cnoc Dubh) and 4 (2018-19)","West Glensherraig and A Chruach, Arran",,,2019-20,Strathclyde and Ayrshire,Argyll & Bute,Private
501135-NR992395,501135,Glenshant Peatland Restoration,Restoration,NR992395,199200,639500,Glenshant (Area 1),NTS - Goatfell (Arran),08/01/2019,27/02/2019,2018-19,Strathclyde and Ayrshire,Argyll & Bute,NGO
501135-NR965386,501135,Glenshant Peatland Restoration,Restoration,NR965386,196500,638600,Coire Bhradhain (Area 2),NTS - Goatfell (Arran),08/01/2019,27/02/2019,2018-19,Strathclyde and Ayrshire,Argyll & Bute,NGO
501135-NR991402,501135,Glenshant Peatland Restoration,Restoration,NR991402,199100,640200,Coire Chatan (Area 3),NTS - Goatfell (Arran),08/01/2019,27/02/2019,2018-19,Strathclyde and Ayrshire,Argyll & Bute,NGO
501262-NR965386,501262,Restoration at Coire a'Bhradhain Bog,Restoration,NR965386,196500,638600,Coire a’Bhrahain 2,,,,2019-20,Strathclyde and Ayrshire,Argyll & Bute,NGO
501131-NS365494,501131,Whitemoss Peatland Restoration,Restoration,NS365494,236500,649400,Whitemoss,Whitemoss (north Ayrshire),,,2018-19,Strathclyde and Ayrshire,Fife & Central Belt,Private
501134-NS244606,501134,"Halkshill and Blair Park, Largs - Blanket Peat Restoration",Restoration,NS244606,224400,660600,Bushy Bog,Tihill Forestry,27/09/2018,21/02/2019,2018-19,Strathclyde and Ayrshire,Fife & Central Belt,Private
501134-NS255606,501134,"Halkshill and Blair Park, Largs - Blanket Peat Restoration",Restoration,NS255606,225500,660600,Box Hill,Tihill Forestry,27/09/2018,21/02/2019,2018-19,Strathclyde and Ayrshire,Fife & Central Belt,Private
501134-NS252597,501134,"Halkshill and Blair Park, Largs - Blanket Peat Restoration",Restoration,NS252597,225200,659700,Rigging Hill/Feughside Hill,Tihill Forestry,27/09/2018,21/02/2019,2018-19,Strathclyde and Ayrshire,Fife & Central Belt,Private
500780-HY3403223838,500780,Birsay Moors Peatland Restoration Feasibility Study 2015,Feasibility,HY3403223838,334032,1023838,Birsay Moors,RSPB - Orkney,,,2015-16,Northern Isles and the Northern Highland,Shetland & Orkney,NGO
501011-HY3656021590,501011,Black Moss of Evrigert - Feasibility Study,Feasibility,HY3656021590,336560,1021590,Black Moss of Evrigert,RSPB - Orkney,,,2017-18,Northern Isles and the Northern Highland,Shetland & Orkney,NGO
12435-NT140498,12435,Lowland Peatland Restoration Challenge - 15 sites,Feasibility,NT140498,314000,649800,Multiple sites,SWT - Lowland challenge,,,2013-14,Southern Scotland,Scottish Borders,NGO
12507-NT140498,12507,Restoration of Sites in Private Ownership,Other,NT140498,314000,649800,,,,,2014-15,Southern Scotland,Scottish Borders,NGO
12512-NT1496519956,12512,Talla and Gameshope Peat Restoration Project,Restoration,NT1496519956,314965,619956,Talla and Gameshope,Borders Forest Trust - Talla Moss,18/07/2014,30/09/2014,2014-15,Southern Scotland,Scottish Borders,NGO
12517-NT8443666890,12517,DRONE MOSS SSSI PEATLAND RESTORATION,Restoration,NT8443666890,384436,666890,Drone Moss,Tweed Forum,,,2014-15,Southern Scotland,Scottish Borders,Private
500758-NT1597218507,500758,Haggie Gutter Bare Peat Restoration,Restoration,NT1597218507,315972,618507,Haggie Gutter,Borders Forest Trust,,,2015-16,Southern Scotland,Scottish Borders,NGO
500795-NT2014818883,500795,Peat depth survey and reprofiling of haggs,Feasibility/restoration,NT2014818883,320148,618883,Meggethead,Wemyss & March Estates,04/09/2015,28/02/2016,2015-16,Southern Scotland,Scottish Borders,Private
500795-NT2052624806,500795,Peat depth survey and reprofiling of haggs,Feasibility/restoration,NT2052624806,320526,624806,Meggethead,Wemyss & March Estates,04/09/2015,28/02/2016,2015-16,Southern Scotland,Scottish Borders,Private
500976-NT2250726993,500976,Dryhope Peatland Restoration,Restoration,NT2250726993,322507,626993,Dryhope,Philiphaugh Estate (Scottish borders),30/10/2017,24/11/2017,2017-18,Southern Scotland,Scottish Borders,Private
501165-NT135169,501165,Crunklie Moss Peat Hagg Re-profiling Project,Restoration,NT135169,313500,616900,Crunklie Moss,Borders Forest Trust,14/01/2019,29/03/2019,2018-19,Southern Scotland,Scottish Borders,NGO
501240-NT184167,501240,Restoration at Wemyss and March Estate,Restoration,NT184167,318400,616700,Winterhope Moss,,,,2019-20,Southern Scotland,Scottish Borders,Private
501240-NT194168,501240,Restoration at Wemyss and March Estate,Restoration,NT194168,319400,616800,Yearney knowe (Chapelton),,,,2019-20,Southern Scotland,Scottish Borders,Private
501272-NT1310916567,501272,Gameshope Valley Peat Hag Restoration Project,Restoration,NT1310916567,313109,616567,Gameshope - A,,,,2019-20,Southern Scotland,Scottish Borders,NGO
501272-NT1396215714,501272,Gameshope Valley Peat Hag Restoration Project,Restoration,NT1396215714,313962,615714,Gameshope - B,,,,2019-20,Southern Scotland,Scottish Borders,NGO
501272-NT1286515621,501272,Gameshope Valley Peat Hag Restoration Project,Restoration,NT1286515621,312865,615621,Gameshope - C,,,,2019-20,Southern Scotland,Scottish Borders,NGO
501646-NT235542,501646,Leadburn Community Woodland Extension Peatland Restoration,Restoration,NT235542,323500,654200,Leadburn Extension Clearfell,,,,2020-21,,Scottish Borders,NGO
501649-NT128156,501649,Borders Forest Trust Blanket Bog Restoration Project,Restoration,NT128156,312800,615600,Ether Cleuch (T&D),Borders Forest Trust,,,2020-21,,Scottish Borders,NGO
501649-NT128157,501649,Borders Forest Trust Blanket Bog Restoration Project,Restoration,NT128157,312800,615700,Loch Hill (T&G),Borders Forest Trust,,,2020-21,,Scottish Borders,NGO
501649-NT159185,501649,Borders Forest Trust Blanket Bog Restoration Project,Restoration,NT159185,315900,618500,Talla Craig (T&G),Borders Forest Trust,,,2020-21,,Scottish Borders,NGO
501649-NT150200,501649,Borders Forest Trust Blanket Bog Restoration Project,Restoration,NT150200,315000,620000,Talla Moss (T&G),Borders Forest Trust,,,2020-21,,Scottish Borders,NGO
12466-NT1453314422,12466,PEATLAND RESTORATION - CARRIFRAN WILDWOOD - LITTLE FIRTHHOPE,Restoration,NT1453314422,314533,614422,"Carrifran, Little Firth Hope",Borders Forest Trust - Carrifran Wildwood,,,2014-15,Southern Scotland,Dumfries & Galloway,NGO
500996-NY6247699918,500996,Peel Fell Bare Peat Restoration,Restoration,NY6247699918,362476,599918,Peel Fell,FES - Peel fell,22/02/2018,06/04/2018,2017-18,Southern Scotland,Dumfries & Galloway,Public
501649-NT145144,501649,Borders Forest Trust Blanket Bog Restoration Project,Restoration,NT145144,314500,614400,Rotten Bottom (T&G/WW),Borders Forest Trust,,,2020-21,,Dumfries & Galloway,NGO
12534-NT2048753724,12534,WHIM BOG SSSI PEATLAND RESTORATION,Restoration,NT2048753724,320487,653724,Whim Bog,Tweed Forum,,,2014-15,Southern Scotland,Fife & Central Belt,Private
500803-NT2080353557,500803,"Whim Bog SSSI, Peatland Restoration Phase 3 2015-16",Feasibility,NT2080353557,320803,653557,Whim Bog,Tweed Forum,,,2015-16,Southern Scotland,Fife & Central Belt,Private
501259-NT206535,501259,Restoration at Whim Bog SSSI,Restoration,NT206535,320600,653500,Whim Bog,Tweed Forum,17/12/2019,26/03/2020,2019-20,Southern Scotland,Fife & Central Belt,Private
12529-HU3164555602,12529,Sturalouge Restoration,Restoration,HU3164555602,431645,1155602,Sturalouge,Sturalouge,,,2014-15,Northern Isles and the Northern Highland,Shetland & Orkney,Private
